"OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","Taxon","Taxon.Level","Trophic.Mode","Guild","Confidence.Ranking","Growth.Morphology","Trait","Notes","Citation.Source"
"OTU49","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus terreus","Aspergillus terreus","20","Pathotroph-Saprotroph","Animal Pathogen-Wood Saprotroph","Probable","Microfungus","Soft Rot fungus (Seehann et al. 1975)","NULL","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Laszlo I, Meyer W. 2015. Microbiology Australia 36:45-48; Laszlo I, et al. 2015. Medical Mycology 53:313-37"
"OTU80","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma",NA,"Hypocreales","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU136","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza","Peziza buxea","Peziza","13","Saprotroph-Symbiotroph","Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph","Possible","Pezizoid","NULL","Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (pro parte)"
"OTU88","Fungi","Ascomycota","Sordariomycetes","Sordariales","Madurella",NA,NA,"Madurella","13","Pathotroph","Animal Pathogen","Probable","NULL","NULL","Opportunistic human pathogen","http://www.cdc.gov"
"OTU67","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU102","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Bisporella","Bisporella citrina","Bisporella","13","Saprotroph","Wood Saprotroph","Probable","Microfungus","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU100","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA,"Eurotiales","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU121","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae",NA,NA,"Lasiosphaeriaceae","9","Saprotroph","Undefined Saprotroph","Probable","Microfungus","NULL","Saprobes found dung, soil and rotting vegetation (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
"OTU123","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Lophotrichus","Lophotrichus fimeti","Lophotrichus","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU61","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA,"Chaetomiaceae","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph","Possible","Microfungus","Soft Rot","Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Massimo NC, et al. 2015. Microbial Ecology 70:61-76; Busby PE, et al. 2016. New Phytologist 209:1681-1692; David AS, et al. 2016. Microbial Ecology 71:912-926"
"OTU68","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae",NA,NA,"Plectosphaerellaceae","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen=Wood Saprotroph","Possible","Microfungus","NULL","NULL","Duncan CG, Eslyn WE. 1966. Mycologia 58:642-64; Nilsson T. 1973. Studies on wood degradation and cellulolytic activity of microfungi. No. 104; Worrall JJ, et al. 1997. Mycologia 89: 199-219; Hanada RE, et al. 2010. Fungal Biology 114:901-910; Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688); Irinyi L, et al. 2015. Medical Mycology 53:313-337; List compiled by John Plischke III (http://home.comcast.net/~grifola/fungionfungi.pdf)"
"OTU105","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora",NA,"Podospora","13","Saprotroph-Symbiotroph","Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph","Possible","Microfungus","NULL","Endophyte detection method-culture (David et al. 2016)","Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Tedersoo L, et al. 2014. Science 346:1256688; David AS, et al. 2016. Microbial Ecology 71:912-926; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 (as litter saprotroph)"
"OTU63","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metacordyceps","Metacordyceps chlamydosporia","Metacordyceps","13","Pathotroph","Animal Pathogen","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU66","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Emericellopsis","Emericellopsis glabra",NA,"Emericellopsis","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU106","Fungi",NA,NA,NA,NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU79","Fungi",NA,NA,NA,NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU64","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA,"Chaetomiaceae","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph","Possible","Microfungus","Soft Rot","Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Bills GF, et al. 2013. Current Opinion in microbiology, 16:549-565; Tedersoo L, et al. 2014. Science 346:1256688; Irinyi L, et al. 2015. Medical Mycology 53:313-337; Massimo NC, et al. 2015. Microbial Ecology 70:61-76; Busby PE, et al. 2016. New Phytologist 209:1681-1692; David AS, et al. 2016. Microbial Ecology 71:912-926"
"OTU116","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium restrictum","Eurotiales","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU95","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Cordyceps","Cordyceps memorabilis","Cordyceps","13","Pathotroph-Symbiotroph","Animal Pathogen-Clavicipitaceous Endophyte-Fungal Parasite","Possible","Cordyceptoid","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688; Samuels GJ. 2007, self-published; Costa IPMW, et al. 2012. Mycotaxon 119:26"
"OTU74","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Scedosporium",NA,"Scedosporium","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU408","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae",NA,NA,"Plectosphaerellaceae","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen=Wood Saprotroph","Possible","Microfungus","NULL","NULL","Duncan CG, Eslyn WE. 1966. Mycologia 58:642-64; Nilsson T. 1973. Studies on wood degradation and cellulolytic activity of microfungi. No. 104; Worrall JJ, et al. 1997. Mycologia 89: 199-219; Hanada RE, et al. 2010. Fungal Biology 114:901-910; Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688); Irinyi L, et al. 2015. Medical Mycology 53:313-337; List compiled by John Plischke III (http://home.comcast.net/~grifola/fungionfungi.pdf)"
"OTU60","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Trichosporiella",NA,"Dermateaceae","9","Pathotroph-Saprotroph","Plant Pathogen-Plant Saprotroph","Probable","Microfungus","NULL","Saprobic or parasitic on herbaceous and woody material (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
"OTU84","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia",NA,"Sporormiaceae","9","Saprotroph","Dung Saprotroph-Plant Saprotroph","Probable","Microfungus","NULL","Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
"OTU71","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Sarocladium","Sarocladium kiliense",NA,"Sarocladium","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU92","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Paracremonium",NA,"Hypocreales","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU75","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"Eurotiales","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU81","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta canina","Coniochaeta canina","20","Pathotroph","Animal Pathogen","Probable","Microfungus","NULL","Likely opportunistic human pathogen (Irinyi et al. 2015)","Irinyi L, et al. 2015. Medical Mycology 53:313-337"
"OTU110","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae",NA,NA,"Stephanosporaceae","9","Saprotroph","Plant Saprotroph-Wood Saprotroph","Probable","Corticioid-Gasteroid","NULL","On the ground, associated with rotten wood or plant debris (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
"OTU104","Fungi","Ascomycota","Sordariomycetes","Microascales","Cephalotrichiella","Cephalotrichiella penicillata",NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU153","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae",NA,NA,"Lasiosphaeriaceae","9","Saprotroph","Undefined Saprotroph","Probable","Microfungus","NULL","Saprobes found dung, soil and rotting vegetation (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
"OTU218","Viridiplantae","Anthophyta","Eudicotyledonae","Cucurbitales","Cucurbitaceae","Cucumis","Cucumis leiospermus","-","-","-","-","-","-","-","Unassigned","-"
"OTU132","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Botryotrichum","Botryotrichum peruvianum","Botryotrichum","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU85","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU76","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus osmophilus","Eurotiales","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU86","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta",NA,"Coniochaeta","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Bell A. 1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Damm U, et al. 2010. Persoonia 24:60-80; Costa IPMW, et al. 2012. Mycotaxon 119:26; Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688); Irinyi L, et al. 2015. Medical Mycology 53:313-337; Lawrey JD, Diederich P. 2016. URL: http://www.lichenicolous.net [24 May 2017]"
"OTU1858","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella alpina","Mortierellaceae","9","Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Possible","Microfungus","NULL","Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074"
"OTU72","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Minimedusa","Minimedusa polyspora",NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU331","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA,"Hypocreales","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU206","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU186","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",NA,"Talaromyces","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU135","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Gymnascella","Gymnascella hyalinospora","Gymnascella","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU164","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158"
"OTU101","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU128","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"-","-","-","-","-","-","-","Unassigned","-"
"OTU99","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia","Tausonia pullulans","Tausonia pullulans","20","Saprotroph","Undefined Saprotroph","Probable","Yeast","NULL","...isolated from an experimental brewery (Fell & Scorzetti 2004; Syn.: Basidiotrichosporon pullulans, Guehomyces pullulans, Monilia pullulans, Oidium pullulans, Oospora pullulans, Trichosporon pullulans)","Fell JW, Scorzetti G. 2004. International Journal of Systematic and Evolutionary Microbiology 54:995-998"
"OTU69","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria","Paraphaeosphaeria parmeliae","Paraphaeosphaeria","13","Saprotroph","Undefined Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:1256688"
"OTU103","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus",NA,"Ascobolus","13","Saprotroph","Dung Saprotroph-Wood Saprotroph","Probable","NULL","Soft Rot","NULL","Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645; Bell A.1983. Dung Fungi: An Illustrated Guide to Coprophilous Fungi in New Zealand. Victoria University Press, Wellington; Tedersoo L, et al. 2014. Science 346:1256691"
"OTU93","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella ambigua","Mortierellaceae","9","Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Possible","Microfungus","NULL","Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074"
"OTU131","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces",NA,"Spizellomycetaceae","9","Pathotroph","Plant Pathogen-Undefined Parasite-Undefined Saprotroph","Probable","Microfungus","NULL","Common in the soil and also as parasites of a range of soil organisms and plants (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge"
"OTU142","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Geomyces",NA,"Geomyces","13","Saprotroph","Soil Saprotroph","Probable","Microfungus","NULL","This genus is now restricted to one species Geomyces auratus; however, it is important to note that the majority of species that once comprised this genus, including the White-Nose Bat Syndrome causing Geomyces destructans, are now placed in the genus Pseudogymnoascus (see Minnis & Lindner 2013)","Minnis AM, Lindner DL. 2013. Fungal Biology 117:638-649; Tedersoo L, et al. 2014. Science 346:1256688"
"OTU113","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidium","Olpidium brassicae","Olpidiaceae","9","Pathotroph","Animal Parasite-Fungal Parasite","Probable","NULL","NULL","Parasitic on algae, fungi, mosses, pollen grains and vegetative tissues of flowering and crop plants","Devasahayam HL, Henry LDC. 2009. Illustrated Plant Pathology: Basic Concepts, New India Publishing, New Delhi"
